SYMBOL,NAME,EXCHANGE,CATEGORY NAME,CATEGORY NUMBER
TLOG,TETRALOGIC PHARMACEUTICALS CORPORATION,NGM,BIOTECHNOLOGY,515
WL6.BE,WILEX,BER,BIOTECHNOLOGY,515
INCY,INCYTE CORPORATION,NMS,BIOTECHNOLOGY,515
YDO.F,SYNTA PHARMACEUTIC,FRA,BIOTECHNOLOGY,515
BPH.AX,BPH ENERGY LIMITED,ASX,BIOTECHNOLOGY,515
CYAN,CYANOTECH CORP.,NCM,BIOTECHNOLOGY,515
CBM,CAMBREX CORPORATION.,NYQ,BIOTECHNOLOGY,515
PBT.AX,PRANA BIOTECHNOLOGY LIMITED,ASX,BIOTECHNOLOGY,515
TRGT,"TARGACEPT, INC.",NMS,BIOTECHNOLOGY,515
B8F.SG,BIOFRONTERA N,STU,BIOTECHNOLOGY,515
CLSN,CELSION CORP.,NCM,BIOTECHNOLOGY,515
ONY.BE,ONCOLYTICS BIOTECH,BER,BIOTECHNOLOGY,515
YTS.MU,CYTOS BIOTECHNOLO N,MUN,BIOTECHNOLOGY,515
CLRB,"CELLECTAR BIOSCIENCES, INC.",NCM,BIOTECHNOLOGY,515
CDXS,"CODEXIS, INC.",NMS,BIOTECHNOLOGY,515
THRX,THERAVANCE INC.,NMS,BIOTECHNOLOGY,515
RVNC,"REVANCE THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
ESPR,"ESPERION THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
TNGN,"TENGION, INC.",PNK,BIOTECHNOLOGY,515
NEOT,"NEOTHETICS, INC.",NGM,BIOTECHNOLOGY,515
PTIE,PAIN THERAPEUTICS INC.,NMS,BIOTECHNOLOGY,515
ADHD,ALCOBRA LTD.,NGM,BIOTECHNOLOGY,515
NRI.TO,NUVO RESEARCH INC.,TOR,BIOTECHNOLOGY,515
QPH.SG,QUESTCOR PHARM,STU,BIOTECHNOLOGY,515
IMCL,IMMUNOCLIN CORPORATION,OBB,BIOTECHNOLOGY,515
RLYP,"RELYPSA, INC.",NMS,BIOTECHNOLOGY,515
COX.PA,NICOX SA,PAR,BIOTECHNOLOGY,515
XXII,"22ND CENTURY GROUP, INC.",ASE,BIOTECHNOLOGY,515
AVEO,"AVEO PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
ARDX,"ARDELYX, INC.",NGM,BIOTECHNOLOGY,515
HALO,"HALOZYME THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
MSB.AX,MESOBLAST LIMITED,ASX,BIOTECHNOLOGY,515
ACST,ACASTI PHARMA INC.,NCM,BIOTECHNOLOGY,515
FGEN,"FIBROGEN, INC.",NMS,BIOTECHNOLOGY,515
COV.V,COVALON TECHNOLOGIES LTD.,VAN,BIOTECHNOLOGY,515
CERU,CERULEAN PHARMA INC.,NGM,BIOTECHNOLOGY,515
OEZ.F,PHOSPHAGENICS,FRA,BIOTECHNOLOGY,515
ARQL,ARQULE INC.,NGM,BIOTECHNOLOGY,515
ACHN,"ACHILLION PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
NEU.AX,NEUREN PHARMACEUTICALS LIMITED,ASX,BIOTECHNOLOGY,515
SVA,SINOVAC BIOTECH LTD.,NMS,BIOTECHNOLOGY,515
CYTX,"CYTORI THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
PTLA,"PORTOLA PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
PLPL,"PLANDAÍ BIOTECHNOLOGY, INC.",PNK,BIOTECHNOLOGY,515
EBS,"EMERGENT BIOSOLUTIONS, INC.",NYQ,BIOTECHNOLOGY,515
CRIS,"CURIS, INC.",NGM,BIOTECHNOLOGY,515
GLMD,GALMED PHARMACEUTICALS LTD.,NCM,BIOTECHNOLOGY,515
VICL,VICAL INCORPORATED,NMS,BIOTECHNOLOGY,515
STEM,STEMCELLS INC.,NCM,BIOTECHNOLOGY,515
OPXA,"OPEXA THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
HUI.BE,HUA HAN BIO-PHARMA,BER,BIOTECHNOLOGY,515
MGNX,"MACROGENICS, INC.",NMS,BIOTECHNOLOGY,515
AEGR,"AEGERION PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
PGNX,"PROGENICS PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
NLNK,NEWLINK GENETICS CORPORATION,NGM,BIOTECHNOLOGY,515
WL6.DU,WILEX,DUS,BIOTECHNOLOGY,515
GTXI,GTX INC.,NGM,BIOTECHNOLOGY,515
AFFY,"AFFYMAX, INC.",PNK,BIOTECHNOLOGY,515
SPPI,"SPECTRUM PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
RVX.TO,RESVERLOGIX CORP.,TOR,BIOTECHNOLOGY,515
1177.HK,SINO BIOPHARM,HKG,BIOTECHNOLOGY,515
EVGN,EVOGENE LTD.,NYQ,BIOTECHNOLOGY,515
QPT.V,"QUEST PHARMATECH, INC.",VAN,BIOTECHNOLOGY,515
V3V.F,VITA 34 N,FRA,BIOTECHNOLOGY,515
CNAT,CONATUS PHARMACEUTICALS INC.,NGM,BIOTECHNOLOGY,515
DSCO,DISCOVERY LABORATORIES INC.,NCM,BIOTECHNOLOGY,515
AAVL,"AVALANCHE BIOTECHNOLOGIES, INC.",NGM,BIOTECHNOLOGY,515
OMBP,"OMNI BIO PHARMACEUTICAL, INC.",OBB,BIOTECHNOLOGY,515
ISCO,INTERNATIONAL STEM CELL CORPORATION,PNK,BIOTECHNOLOGY,515
DRNA,"DICERNA PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
CYCC,"CYCLACEL PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
RHO5.DU,ROCHE HLDG DR,DUS,BIOTECHNOLOGY,515
ANAC,"ANACOR PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
INSM,INSMED INCORPORATED,NMS,BIOTECHNOLOGY,515
VX1.MU,VERTEX PHARMACEUTIC,MUN,BIOTECHNOLOGY,515
PRTA,PROTHENA CORPORATION PLC,NMS,BIOTECHNOLOGY,515
CLDX,"CELLDEX THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
NOVA.DE,NOVO NORDISK A/S,GER,BIOTECHNOLOGY,515
SGEN,SEATTLE GENETICS INC.,NMS,BIOTECHNOLOGY,515
AMBS,"AMARANTUS BIOSCIENCE HOLDINGS, INC",PNK,BIOTECHNOLOGY,515
QA9.F,ALCHEMIA,FRA,BIOTECHNOLOGY,515
NLS.AX,NARHEX LIFE SCIENCES LTD.,ASX,BIOTECHNOLOGY,515
XNPT,"XENOPORT, INC.",NMS,BIOTECHNOLOGY,515
ILMN,ILLUMINA INC.,NMS,BIOTECHNOLOGY,515
OXGN,"OXIGENE, INC.",NCM,BIOTECHNOLOGY,515
VLA.AX,VIRALYTICS LIMITED,ASX,BIOTECHNOLOGY,515
CEMP,"CEMPRA, INC.",NMS,BIOTECHNOLOGY,515
ALSE,"ALSERES PHARMACEUTICALS, INC.",PNK,BIOTECHNOLOGY,515
NKTR,NEKTAR THERAPEUTICS,NMS,BIOTECHNOLOGY,515
INSY,"INSYS THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
QNMA.DU,SEQUENOM,DUS,BIOTECHNOLOGY,515
AMPE,"AMPIO PHARMACEUTICALS, INC.",ASE,BIOTECHNOLOGY,515
AYJ.BE,VALNEVA ,BER,BIOTECHNOLOGY,515
MCUR,MACROCURE LTD.,NGM,BIOTECHNOLOGY,515
OHRP,"OHR PHARMACEUTICAL, INC.",NCM,BIOTECHNOLOGY,515
WEK.F,ZIOPHARM ONCOLOGY,FRA,BIOTECHNOLOGY,515
BHRT,"BIOHEART, INC.",PNK,BIOTECHNOLOGY,515
LIFS,LIFE STEM GENETICS INC.,PNK,BIOTECHNOLOGY,515
OCRX,"OCERA THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
BOTA,"BIOTA PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
YB4N.BE,MAST THERAP,BER,BIOTECHNOLOGY,515
CSL.AX,CSL LTD.,ASX,BIOTECHNOLOGY,515
ILNS,"INTELLECT NEUROSCIENCES, INC.",PNK,BIOTECHNOLOGY,515
CERS,CERUS CORPORATION,NGM,BIOTECHNOLOGY,515
CUR,"NEURALSTEM, INC.",ASE,BIOTECHNOLOGY,515
NWBO,"NORTHWEST BIOTHERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
NY2.BE,NYMOX PHARMACEUTICL,BER,BIOTECHNOLOGY,515
EXEL,"EXELIXIS, INC.",NMS,BIOTECHNOLOGY,515
YB4N.F,MAST THERAP,FRA,BIOTECHNOLOGY,515
PSTI,"PLURISTEM THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
ATHX,"ATHERSYS, INC.",NCM,BIOTECHNOLOGY,515
RCPT,"RECEPTOS, INC.",NMS,BIOTECHNOLOGY,515
THR.BR,THROMBOGENICS NV,BRU,BIOTECHNOLOGY,515
AEZS,AETERNA ZENTARIS INC.,NCM,BIOTECHNOLOGY,515
MGN.F,MOLOGEN,FRA,BIOTECHNOLOGY,515
PRTO,PROTEON THERAPEUTICS INC,NGM,BIOTECHNOLOGY,515
RCPI,"ROCK CREEK PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
ENZY,ENZYMOTEC LTD.,NMS,BIOTECHNOLOGY,515
CNDO,"CORONADO BIOSCIENCES, INC.",NCM,BIOTECHNOLOGY,515
HPTX,"HYPERION THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
SNGX,"SOLIGENIX, INC.",OBB,BIOTECHNOLOGY,515
MNKD,MANNKIND CORP.,NGM,BIOTECHNOLOGY,515
XBX.F,CAMBREX CORP,FRA,BIOTECHNOLOGY,515
HSGX,HISTOGENICS CORPORATION,NGM,BIOTECHNOLOGY,515
AKBA,"AKEBIA THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
BLU.TO,BELLUS HEALTH INC.,TOR,BIOTECHNOLOGY,515
DMPI,DEL MAR PHARMACEUTICALS INC.,PNK,BIOTECHNOLOGY,515
MSTX,"MAST THERAPEUTICS, INC.",ASE,BIOTECHNOLOGY,515
WEK.SG,ZIOPHARM ONCOLOGY,STU,BIOTECHNOLOGY,515
MRTX,"MIRATI THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
QPH.BE,QUESTCOR PHARM,BER,BIOTECHNOLOGY,515
PTCT,"PTC THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
SHP.L,SHIRE PLC,LSE,BIOTECHNOLOGY,515
VBIV,VBI VACCINES INC,NCM,BIOTECHNOLOGY,515
BBP2.MU,VERNALIS,MUN,BIOTECHNOLOGY,515
EBIO,"ELEVEN BIOTHERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
QNMA.F,SEQUENOM,FRA,BIOTECHNOLOGY,515
WL6.MU,WILEX,MUN,BIOTECHNOLOGY,515
CRMD,"CORMEDIX, INC.",ASE,BIOTECHNOLOGY,515
QNMA.SG,SEQUENOM,STU,BIOTECHNOLOGY,515
KNE.V,KANE BIOTECH INC.,VAN,BIOTECHNOLOGY,515
PBYI,"PUMA BIOTECHNOLOGY, INC.",NYQ,BIOTECHNOLOGY,515
SIGA,"SIGA TECHNOLOGIES, INC.",NGM,BIOTECHNOLOGY,515
QNMA.MU,SEQUENOM,MUN,BIOTECHNOLOGY,515
ONTY,ONCOTHYREON INC,NMS,BIOTECHNOLOGY,515
RARE,ULTRAGENYX PHARMACEUTICAL INC.,NMS,BIOTECHNOLOGY,515
AMGN,AMGEN INC.,NMS,BIOTECHNOLOGY,515
CELG,CELGENE CORPORATION,NMS,BIOTECHNOLOGY,515
DARA,"DARA BIOSCIENCES, INC",NCM,BIOTECHNOLOGY,515
HTBX,"HEAT BIOLOGICS, INC.",NCM,BIOTECHNOLOGY,515
TECH,BIO-TECHNE CORP.,NMS,BIOTECHNOLOGY,515
VVUS,VIVUS INC.,NMS,BIOTECHNOLOGY,515
PRGB,"PROTEA BIOSCIENCES GROUP, INC",OBB,BIOTECHNOLOGY,515
SYN,SYNTHETIC BIOLOGICS INC.,ASE,BIOTECHNOLOGY,515
TXCL.PA,TXCELL PROMESSES,PAR,BIOTECHNOLOGY,515
MOR.F,MORPHOSYS,FRA,BIOTECHNOLOGY,515
SRPT,"SAREPTA THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
ZEL.BE,ZELTIA,BER,BIOTECHNOLOGY,515
RHO5.F,ROCHE HLDG DR,FRA,BIOTECHNOLOGY,515
ZVA.SG,CELLECTIS,STU,BIOTECHNOLOGY,515
CSBR,"CHAMPIONS ONCOLOGY, INC.",PNK,BIOTECHNOLOGY,515
RXDX,"IGNYTA, INC.",NCM,BIOTECHNOLOGY,515
TGTX,"TG THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
AMRI,ALBANY MOLECULAR RESEARCH INC.,NMS,BIOTECHNOLOGY,515
ICCC,IMMUCELL CORP.,NCM,BIOTECHNOLOGY,515
JSHY,"JISHANYE, INC.",OBB,BIOTECHNOLOGY,515
ARNI,"ARNO THERAPEUTICS, INC.",PNK,BIOTECHNOLOGY,515
CLDN,CELLADON CORPORATION,NGM,BIOTECHNOLOGY,515
ANIP,"ANI PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
NPSP,"NPS PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
MLQGC.PA,QUANTUM GENOMICS SA,,BIOTECHNOLOGY,515
CYTK,"CYTOKINETICS, INCORPORATED",NCM,BIOTECHNOLOGY,515
SAGE,"SAGE THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
BDSI,"BIODELIVERY SCIENCES INTERNATIONAL, INC.",NCM,BIOTECHNOLOGY,515
CARA,CARA THERAPEUTICS INC.,NGM,BIOTECHNOLOGY,515
ZEL.SG,ZELTIA,STU,BIOTECHNOLOGY,515
ONCS,ONCOSEC MEDICAL INCORPORATED,PNK,BIOTECHNOLOGY,515
CHRS,"COHERUS BIOSCIENCES, INC.",NGM,BIOTECHNOLOGY,515
VTL,"VITAL THERAPIES, INC.",NMS,BIOTECHNOLOGY,515
AGIO,"AGIOS PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
TRVN,"TREVENA, INC.",NMS,BIOTECHNOLOGY,515
CBPO,"CHINA BIOLOGIC PRODUCTS, INC.",NMS,BIOTECHNOLOGY,515
IMMU,IMMUNOMEDICS INC.,NGM,BIOTECHNOLOGY,515
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",NMS,BIOTECHNOLOGY,515
MDVN,"MEDIVATION, INC.",NMS,BIOTECHNOLOGY,515
INFI,"INFINITY PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
ALDX,"ALDEYRA THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
ARRY,"ARRAY BIOPHARMA, INC.",NGM,BIOTECHNOLOGY,515
ACR.AX,ACRUX LIMITED,ASX,BIOTECHNOLOGY,515
THLD,THRESHOLD PHARMACEUTICALS INC.,NCM,BIOTECHNOLOGY,515
ADMA,"ADMA BIOLOGICS, INC.",NCM,BIOTECHNOLOGY,515
ASTM,VERICEL CORPORATION,NCM,BIOTECHNOLOGY,515
VRTX,VERTEX PHARMACEUTICALS INCORPORATED,NMS,BIOTECHNOLOGY,515
MGN.DE,MOLOGEN AG,GER,BIOTECHNOLOGY,515
BLUE,"BLUEBIRD BIO, INC.",NMS,BIOTECHNOLOGY,515
AJW.F,ANGES MG,FRA,BIOTECHNOLOGY,515
MDGN,"MEDGENICS, INC.",ASE,BIOTECHNOLOGY,515
BIND,"BIND THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
FPMI,"FLUOROPHARMA MEDICAL, INC.",PNK,BIOTECHNOLOGY,515
XSR.TO,SIRIUS XM CANADA HOLDINGS INC.,TOR,BROADCASTING - RADIO,724
ROIAK,RADIO ONE INC.,NCM,BROADCASTING - RADIO,724
SBSA,SPANISH BROADCASTING SYSTEM INC.,NGM,BROADCASTING - RADIO,724
ETM,ENTERCOM COMMUNICATIONS CORP.,NYQ,BROADCASTING - RADIO,724
BBGI,BEASLEY BROADCAST GROUP INC.,NGM,BROADCASTING - RADIO,724
P,"PANDORA MEDIA, INC.",NYQ,BROADCASTING - RADIO,724
TSQ,"TOWNSQUARE MEDIA, INC.",NYQ,BROADCASTING - RADIO,724
NCC-B.TO,NEWFOUNDLAND CAPITAL CORP. LTD.,TOR,BROADCASTING - RADIO,724
SALM,SALEM COMMUNICATIONS CORP.,NGM,BROADCASTING - RADIO,724
NCC-A.TO,NEWFOUNDLAND CAPITAL CORP. LTD.,TOR,BROADCASTING - RADIO,724
SGA,SAGA COMMUNICATIONS INC.,ASE,BROADCASTING - RADIO,724
EMMS,EMMIS COMMUNICATIONS CORP.,NMS,BROADCASTING - RADIO,724
CMLS,CUMULUS MEDIA INC.,NMS,BROADCASTING - RADIO,724
SIRI,SIRIUS XM HOLDINGS INC.,NMS,BROADCASTING - RADIO,724
SKM.BE,SKY PER JSAT HLDGS,BER,BROADCASTING - TV,723
EVC,ENTRAVISION COMMUNICATIONS CORPORATION,NYQ,BROADCASTING - TV,723
OLU.F,MCOT -F-,FRA,BROADCASTING - TV,723
SUNTV.BO,SUN TV NETWORK LTD,BSE,BROADCASTING - TV,723
NWSA,NEWS CORPORATION,NMS,BROADCASTING - TV,723
PSM.DE,PROSIEBENSAT.1 MEDIA AG,GER,BROADCASTING - TV,723
JRN,JOURNAL COMMUNICATIONS INC.,NYQ,BROADCASTING - TV,723
0082.HK,V1 GROUP LIMITED,HKG,BROADCASTING - TV,723
MMT.PA,"MÉTROPOLE TÉLÉVISION SA
",PAR,BROADCASTING - TV,723
SIGN,SIGNET INTERNATIONAL HOLDINGS INC.,PNK,BROADCASTING - TV,723
RLJE,"RLJ ENTERTAINMENT, INC.",NCM,BROADCASTING - TV,723
SES.BE,SES GLOBAL FDR,BER,BROADCASTING - TV,723
GTN,GRAY TELEVISION INC.,NYQ,BROADCASTING - TV,723
NWS.AX,NEWS CORPORATION,ASX,BROADCASTING - TV,723
SNI,"SCRIPPS NETWORKS INTERACTIVE, INC.",NYQ,BROADCASTING - TV,723
EV4.DU,CONSTANTIN MED,DUS,BROADCASTING - TV,723
TVA-B.TO,TVA GROUP INC.,TOR,BROADCASTING - TV,723
XXT.MU,OL GROUPE ,MUN,BROADCASTING - TV,723
NLN.TO,NEULION INCORPORATED,TOR,BROADCASTING - TV,723
MIL.PA,MILLIMAGES SOCIÉTÉ ANONYME,PAR,BROADCASTING - TV,723
LIN,LIN MEDIA LLC,NYQ,BROADCASTING - TV,723
TV,"GRUPO TELEVISA, S.A.B.",NYQ,BROADCASTING - TV,723
SAT.V,ASIAN TELEVISION NETWORK INTERNATIONAL LIMITED,VAN,BROADCASTING - TV,723
ITV.L,ITV PLC,LSE,BROADCASTING - TV,723
SKYD.DU,SKY DEUTSCHLAND N,DUS,BROADCASTING - TV,723
NXTV.PA,NEXTRADIOTV SA,PAR,BROADCASTING - TV,723
CTCM,"CTC MEDIA, INC",NMS,BROADCASTING - TV,723
TV.TO,TREVALI MINING CORPORATION,TOR,BROADCASTING - TV,723
NPI.MI,NOTORIOUS PICTURES S.P.A.,MIL,BROADCASTING - TV,723
EV4.BE,CONSTANTIN MED,BER,BROADCASTING - TV,723
NTE.V,NETWORK MEDIA GROUP INC.,VAN,BROADCASTING - TV,723
LMCA,LIBERTY MEDIA CORPORATION,NMS,BROADCASTING - TV,723
AMCX,AMC NETWORKS INC.,NMS,BROADCASTING - TV,723
JAINSTUD.BO,JAIN STUDIOS LTD.,,BROADCASTING - TV,723
GTN-A,GRAY TELEVISION INC.,NYQ,BROADCASTING - TV,723
ZEEL.NS,ZEE ENTERTAINMENT ENTERPRISES LTD.,NSI,BROADCASTING - TV,723
CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD.,NMS,BROADCASTING - TV,723
SESG.PA,"SES, S.A.",PAR,BROADCASTING - TV,723
NETWORK18.NS,NETWORK18 MEDIA & INVESTMENTS LIMITED,NSI,BROADCASTING - TV,723
NTN,NTN BUZZTIME INC.,ASE,BROADCASTING - TV,723
TEN.AX,TEN NETWORK HOLDINGS LIMITED,ASX,BROADCASTING - TV,723
NEC.AX,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,ASX,BROADCASTING - TV,723
CBS.V,BARD VENTURES LTD.,VAN,BROADCASTING - TV,723
SBGI,"SINCLAIR BROADCAST GROUP, INC.",NMS,BROADCASTING - TV,723
LVNTA,LIBERTY VENTURES,NMS,BROADCASTING - TV,723
UTV.L,UTV MEDIA PLC,LSE,BROADCASTING - TV,723
MEG,"MEDIA GENERAL, INC.",NYQ,BROADCASTING - TV,723
MS.MI,MEDIASET SPA,MIL,BROADCASTING - TV,723
NOUVEAU.BO,NOUVEAU GLOBAL VENTURES LTD.,BSE,BROADCASTING - TV,723
SKYD.DE,SKY DEUTSCHLAND AG,GER,BROADCASTING - TV,723
NXST,"NEXSTAR BROADCASTING GROUP, INC.",NMS,BROADCASTING - TV,723
2008.HK,PHOENIX TV,HKG,BROADCASTING - TV,723
XXT.SG,OL GROUPE ,STU,BROADCASTING - TV,723
LBRDK,LIBERTY BROADBAND CORPORATION,NMS,BROADCASTING - TV,723
BXC,BLUELINX HOLDINGS INC.,NYQ,BUILDING MATERIALS WHOLESALE,751
LPX,LOUISIANA-PACIFIC CORP.,NYQ,BUILDING MATERIALS WHOLESALE,751
HBP,HUTTIG BUILDING PRODUCTS INC.,NCM,BUILDING MATERIALS WHOLESALE,751
KEQU,KEWAUNEE SCIENTIFIC CORP.,NGM,BUSINESS EQUIPMENT,313
TDF.F,TAKANO,FRA,BUSINESS EQUIPMENT,313
AVY,AVERY DENNISON CORPORATION,NYQ,BUSINESS EQUIPMENT,313
CAJ,CANON INC.,NYQ,BUSINESS EQUIPMENT,313
PBI,PITNEY BOWES INC.,NYQ,BUSINESS EQUIPMENT,313
RIC1.SG,RICOH,STU,BUSINESS EQUIPMENT,313
RICO.L,"RICOH COMPANY, LTD.",LSE,BUSINESS EQUIPMENT,313
PAY,"VERIFONE SYSTEMS, INC.",NYQ,BUSINESS EQUIPMENT,313
DCMT,"DOCUMENT CAPTURE TECHNOLOGIES, INC.",PNK,BUSINESS EQUIPMENT,313
8111.HK,CT SOLARPOWER,HKG,BUSINESS EQUIPMENT,313
NEQ.BE,NEOPOST,BER,BUSINESS EQUIPMENT,313
DAR.DU,DATRON,DUS,BUSINESS EQUIPMENT,313
UNIOFFICE.BO,UNIVERSAL OFFICE AUTOMATION LTD.,BSE,BUSINESS EQUIPMENT,313
CNJ.MU,CANON MARKETING JP,MUN,BUSINESS EQUIPMENT,313
KNL,"KNOLL, INC.",NYQ,BUSINESS EQUIPMENT,313
MLHR,HERMAN MILLER INC.,NMS,BUSINESS EQUIPMENT,313
ROS.MI,ROSSS S.P.A.,MIL,BUSINESS EQUIPMENT,313
SCS,STEELCASE INC.,NYQ,BUSINESS EQUIPMENT,313
HNI,HNI CORP.,NYQ,BUSINESS EQUIPMENT,313
CNN1.F,CANON,FRA,BUSINESS EQUIPMENT,313
CNJ.BE,CANON MARKETING JP,BER,BUSINESS EQUIPMENT,313
KPI1.DU,KONICA MINOLTA HLDG,DUS,BUSINESS EQUIPMENT,313
KILBURN.BO,KILBURN OFFICE AUTOMATION LTD.,BSE,BUSINESS EQUIPMENT,313
CHMP,CHAMPION INDUSTRIES INC.,PNK,BUSINESS EQUIPMENT,313
GEA.PA,GRENOBLOISE D'ELECTRONIQUE ET D'AUTOMATISMES SA,PAR,BUSINESS EQUIPMENT,313
VF2.F,VERIFONE SYSTEMS,FRA,BUSINESS EQUIPMENT,313
NEO.PA,NEOPOST S.A.,PAR,BUSINESS EQUIPMENT,313
ONYX,"ONYX SERVICE & SOLUTIONS, INC.",PNK,BUSINESS EQUIPMENT,313
BI5.SG,BROTHER IND,STU,BUSINESS EQUIPMENT,313
VIRC,VIRCO MFG. CORPORATION,NGM,BUSINESS EQUIPMENT,313
DCOU,DISCOUNT COUPONS CORPORATION,PNK,BUSINESS SERVICES,760
WNS,WNS (HOLDINGS) LTD.,NYQ,BUSINESS SERVICES,760
CLCT,COLLECTORS UNIVERSE INC.,NGM,BUSINESS SERVICES,760
MHFI,"MCGRAW HILL FINANCIAL, INC.",NYQ,BUSINESS SERVICES,760
HCSG,HEALTHCARE SERVICES GROUP INC.,NMS,BUSINESS SERVICES,760
SFRX,SEAFARER EXPLORATION CORP.,PNK,BUSINESS SERVICES,760
MNL.F,MUTUIONLINE,FRA,BUSINESS SERVICES,760
TTEC,TELETECH HOLDINGS INC.,NMS,BUSINESS SERVICES,760
ACTG,ACACIA RESEARCH CORPORATION,NMS,BUSINESS SERVICES,760
GDL.NS,GATEWAY DISTRIPARKS LIMITED,NSI,BUSINESS SERVICES,760
VOIS,"MIND SOLUTIONS, INC.",PNK,BUSINESS SERVICES,760
ONC.AX,ONCARD INTERNATIONAL LIMITED,ASX,BUSINESS SERVICES,760
AGK.L,AGGREKO PLC,LSE,BUSINESS SERVICES,760
LIOX,LIONBRIDGE TECHNOLOGIES INC.,NMS,BUSINESS SERVICES,760
EXLS,"EXLSERVICE HOLDINGS, INC.",NMS,BUSINESS SERVICES,760
RSSS,"RESEARCH SOLUTIONS, INC.",PNK,BUSINESS SERVICES,760
MRKT,MARKIT LTD.,NMS,BUSINESS SERVICES,760
MGLT,MAGNOLIA SOLAR CORPORATION,PNK,BUSINESS SERVICES,760
PTNT,INTERNET PATENTS CORPORATION,NCM,BUSINESS SERVICES,760
MRS.V,MISSION READY SERVICES INC.,VAN,BUSINESS SERVICES,760
CDII,"CD INTERNATIONAL ENTERPRISES, INC.",PNK,BUSINESS SERVICES,760
XCH.L,XCHANGING PLC,LSE,BUSINESS SERVICES,760
BYW6.HA,BAYWA VINK.N,HAN,BUSINESS SERVICES,760
PCLN,THE PRICELINE GROUP INC.,NMS,BUSINESS SERVICES,760
WAN.V,WANTED TECHNOLOGIES CORPORATION,VAN,BUSINESS SERVICES,760
KUT.V,REDISHRED CAPITAL CORP.,VAN,BUSINESS SERVICES,760
WDI.DE,WIRECARD AG,GER,BUSINESS SERVICES,760
ITEX,ITEX CORP.,PNK,BUSINESS SERVICES,760
RDG.AX,RESOURCE DEVELOPMENT GROUP LIMITED,ASX,BUSINESS SERVICES,760
PLLX,"POLLEX, INC.",PNK,BUSINESS SERVICES,760
GMT.V,MERCATOR TRANSPORT  GROUP CORPORATION,VAN,BUSINESS SERVICES,760
RDTK,"RADTEK, INC.",PNK,BUSINESS SERVICES,760
FISV,"FISERV, INC.",NMS,BUSINESS SERVICES,760
4BV.F,BUREAU VERITAS,FRA,BUSINESS SERVICES,760
CVO,CENVEO INC.,NYQ,BUSINESS SERVICES,760
MNZS.L,JOHN MENZIES PLC,LSE,BUSINESS SERVICES,760
MCO,MOODY'S CORPORATION,NYQ,BUSINESS SERVICES,760
0557.HK,CITY E-SOLUTION,HKG,BUSINESS SERVICES,760
POWR,"POWERSECURE INTERNATIONAL, INC.",NYQ,BUSINESS SERVICES,760
ENIP,"ENDEAVOR IP, INC.",OBB,BUSINESS SERVICES,760
SVE.F,SHAREHOLD VAL BET.,FRA,BUSINESS SERVICES,760
ASAE,"ASAP EXPO, INC.",PNK,BUSINESS SERVICES,760
NSP,"INSPERITY, INC.",NYQ,BUSINESS SERVICES,760
J2B.F,EXPERIAN,FRA,BUSINESS SERVICES,760
CVEO,CIVEO CORPORATION,NYQ,BUSINESS SERVICES,760
